Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.00    0.00     467/470         void std::_Destroy<State**, State*>(State**, State**, std::allocator<State*>&) [410]
-----------------------------------------------
                0.00    0.00     460/460         std::vector<stats, std::allocator<stats> >::_M_fill_insert(__gnu_cxx::__normal_iterator<stats*, std::vector<stats, std::allocator<stats> > >, unsigned long, stats const&) [392]
[412]    0.0    0.00    0.00     460         stats* std::__uninitialized_move_a<stats*, stats*, std::allocator<stats> >(stats*, stats*, stats*, std::allocator<stats>&) [412]
                0.00    0.00     460/480         stats* std::__uninitialized_copy_a<stats*, stats*, stats>(stats*, stats*, stats*, std::allocator<stats>&) [345]
-----------------------------------------------
                0.00    0.00     460/460         std::vector<stats, std::allocator<stats> >::_M_fill_insert(__gnu_cxx::__normal_iterator<stats*, std::vector<stats, std::allocator<stats> > >, unsigned long, stats const&) [392]
[413]    0.0    0.00    0.00     460         void std::fill<stats*, stats>(stats*, stats*, stats const&) [413]
                0.00    0.00     920/920         std::_Niter_base<stats*>::iterator_type std::__niter_base<stats*>(stats*) [338]
                0.00    0.00     460/460         __gnu_cxx::__enable_if<!std::__is_scalar<stats>::__value, void>::__type std::__fill_a<stats*, stats>(stats*, stats*, stats const&) [414]
-----------------------------------------------
                0.00    0.00     460/460         void std::fill<stats*, stats>(stats*, stats*, stats const&) [413]
[414]    0.0    0.00    0.00     460         __gnu_cxx::__enable_if<!std::__is_scalar<stats>::__value, void>::__type std::__fill_a<stats*, stats>(stats*, stats*, stats const&) [414]
-----------------------------------------------
                0.00    0.00      12/176         std::_Bit_const_iterator::operator++() [445]
                0.00    0.00     164/176         std::_Bit_iterator::operator++() [416]
[415]    0.0    0.00    0.00     176         std::_Bit_iterator_base::_M_bump_up() [415]
-----------------------------------------------
                0.00    0.00      12/164         std::_Bit_iterator std::__copy_move<false, false, std::random_access_iterator_tag>::__copy_m<std::_Bit_const_iterator, std::_Bit_iterator>(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [62]
                0.00    0.00     152/164         std::__fill_bvector(std::_Bit_iterator, std::_Bit_iterator, bool) [60]
[416]    0.0    0.00    0.00     164         std::_Bit_iterator::operator++() [416]
                0.00    0.00     164/176         std::_Bit_iterator_base::_M_bump_up() [415]
-----------------------------------------------
                0.00    0.00     156/156         std::_Bit_iterator_base::operator!=(std::_Bit_iterator_base const&) const [418]
[417]    0.0    0.00    0.00     156         std::_Bit_iterator_base::operator==(std::_Bit_iterator_base const&) const [417]
-----------------------------------------------
                0.00    0.00     156/156         std::__fill_bvector(std::_Bit_iterator, std::_Bit_iterator, bool) [60]
[418]    0.0    0.00    0.00     156         std::_Bit_iterator_base::operator!=(std::_Bit_iterator_base const&) const [418]
                0.00    0.00     156/156         std::_Bit_iterator_base::operator==(std::_Bit_iterator_base const&) const [417]
-----------------------------------------------
                0.00    0.00      20/40          std::vector<Experiment, std::allocator<Experiment> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Experiment*, std::vector<Experiment, std::allocator<Experiment> > >, Experiment const&) [468]
                0.00    0.00      20/40          __gnu_cxx::__normal_iterator<Experiment*, std::vector<Experiment, std::allocator<Experiment> > >::difference_type __gnu_cxx::operator-<Experiment*, std::vector<Experiment, std::allocator<Experiment> > >(__gnu_cxx::__normal_iterator<Experiment*, std::vector<Experiment, std::allocator<Experiment> > > const&, __gnu_cxx::__normal_iterator<Experiment*, std::vector<Experiment, std::allocator<Experiment> > > const&) [463]
[419]    0.0    0.00    0.00      40         __gnu_cxx::__normal_iterator<Experiment*, std::vector<Experiment, std::allocator<Experiment> > >::base() const [419]
-----------------------------------------------
                0.00    0.00       1/31          std::vector<Experiment, std::allocator<Experiment> >::~vector() [618]
                0.00    0.00      30/31          std::vector<Experiment, std::allocator<Experiment> >::_M_insert_aux(__gnu_cxx::__normal_iterator<Experiment*, std::vector<Experiment, std::allocator<Experiment> > >, Experiment const&) [468]
[420]    0.0    0.00    0.00      31         std::_Vector_base<Experiment, std::allocator<Experiment> >::_M_get_Tp_allocator() [420]
-----------------------------------------------
                0.00    0.00      10/30          __gnu_cxx::new_allocator<Experiment>::allocate(unsigned long, void const*) [456]
                0.00    0.00      20/30          __gnu_cxx::__alloc_traits<std::allocator<Experiment> >::max_size(std::allocator<Experiment> const&) [423]
[421]    0.0    0.00    0.00      30         __gnu_cxx::new_allocator<Experiment>::max_size() const [421]
-----------------------------------------------
                0.00    0.00      10/30          __gnu_cxx::new_allocator<stats>::allocate(unsigned long, void const*) [458]
                0.00    0.00      20/30          __gnu_cxx::__alloc_traits<std::allocator<stats> >::max_size(std::allocator<stats> const&) [424]
[422]    0.0    0.00    0.00      30         __gnu_cxx::new_allocator<stats>::max_size() const [422]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<Experiment, std::allocator<Experiment> >::max_size() const [428]
[423]    0.0    0.00    0.00      20         __gnu_cxx::__alloc_traits<std::allocator<Experiment> >::max_size(std::allocator<Experiment> const&) [423]
                0.00    0.00      20/30          __gnu_cxx::new_allocator<Experiment>::max_size() const [421]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<stats, std::allocator<stats> >::max_size() const [429]
[424]    0.0    0.00    0.00      20         __gnu_cxx::__alloc_traits<std::allocator<stats> >::max_size(std::allocator<stats> const&) [424]
                0.00    0.00      20/30          __gnu_cxx::new_allocator<stats>::max_size() const [422]
-----------------------------------------------
                0.00    0.00      10/20          std::vector<Experiment, std::allocator<Experiment> >::end() [469]
                0.00    0.00      10/20          std::vector<Experiment, std::allocator<Experiment> >::begin() [470]
[425]    0.0    0.00    0.00      20         __gnu_cxx::__normal_iterator<Experiment*, std::vector<Experiment, std::allocator<Experiment> > >::__normal_iterator(Experiment* const&) [425]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<Experiment, std::allocator<Experiment> >::max_size() const [428]
[426]    0.0    0.00    0.00      20         std::_Vector_base<Experiment, std::allocator<Experiment> >::_M_get_Tp_allocator() const [426]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<stats, std::allocator<stats> >::max_size() const [429]
[427]    0.0    0.00    0.00      20         std::_Vector_base<stats, std::allocator<stats> >::_M_get_Tp_allocator() const [427]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<Experiment, std::allocator<Experiment> >::_M_check_len(unsigned long, char const*) const [464]
[428]    0.0    0.00    0.00      20         std::vector<Experiment, std::allocator<Experiment> >::max_size() const [428]
                0.00    0.00      20/20          __gnu_cxx::__alloc_traits<std::allocator<Experiment> >::max_size(std::allocator<Experiment> const&) [423]
                0.00    0.00      20/20          std::_Vector_base<Experiment, std::allocator<Experiment> >::_M_get_Tp_allocator() const [426]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<stats, std::allocator<stats> >::_M_check_len(unsigned long, char const*) const [465]
[429]    0.0    0.00    0.00      20         std::vector<stats, std::allocator<stats> >::max_size() const [429]
                0.00    0.00      20/20          __gnu_cxx::__alloc_traits<std::allocator<stats> >::max_size(std::allocator<stats> const&) [424]
                0.00    0.00      20/20          std::_Vector_base<stats, std::allocator<stats> >::_M_get_Tp_allocator() const [427]
-----------------------------------------------
                0.00    0.00      20/20          Experiment* std::uninitialized_copy<Experiment*, Experiment*>(Experiment*, Experiment*, Experiment*) [431]
[430]    0.0    0.00    0.00      20         Experiment* std::__uninitialized_copy<false>::__uninit_copy<Experiment*, Experiment*>(Experiment*, Experiment*, Experiment*) [430]
                0.00    0.00     511/1492        Experiment* std::__addressof<Experiment>(Experiment&) [245]
                0.00    0.00     511/511         void std::_Construct<Experiment, Experiment>(Experiment*, Experiment const&) [342]
-----------------------------------------------
                0.00    0.00      20/20          Experiment* std::__uninitialized_copy_a<Experiment*, Experiment*, Experiment>(Experiment*, Experiment*, Experiment*, std::allocator<Experiment>&) [432]
